Cleaned_Title,Cleaned_Text
rocket labs electron rocket lands at the california science center,long beach calif june 24 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems has donated one of its electron rockets to the california science centers samuel oschin air and space center expansion project available for public view now rocket labs electron rocket will be showcased temporarily at the california science centerssamuel oschin air and space centerwork in progressgallery offering a preview of new artifacts and plans for the future air and space center electrons inclusion in the exhibit will mark the first time the public can view the historic rocket up close were proud to be included among historic names in aerospace from southern california in this exhibit said rocket lab founder and ceo peter beck our mission is to make access to space accessible to everyone and we hope electrons inclusion will inspire future stem leaders electron is one of the worlds most prolific launch vehicles having completed 50 launches from sites in new zealand and virginia usa electron is the worlds first carbon composite orbital launch vehicle and the first to use 3d printed engines electrons equipped with 10 3d printed rutherford engines designed and fabricated in long beach calif electron has delivered 190 satellites deployed to orbit for our customers across commercial civil defense and academic sectors since rocket labs first launch in 2017 about rocket lab rocket lab is a global leader in launch and space systems rocket labs electron launch vehicle is the second most frequently launched us rocket annually and has delivered more than 172 satellites to orbit for commercial and government partners including nasa the us air force darpa and the nro rocket lab also delivers proven suborbital hypersonic launch capability with its haste launch vehicle building on the deep heritage of electron rocket lab is developing neutron an advanced 13tonne payload class reusable launch vehicle tailored for constellation deployment and interplanetary missions rocket lab is also a premier supplier of advanced satellites flightproven subsystems and spacecraft components at a component level rocket lab spacecraft technology spans space solar power composite structures flight software star trackers reaction wheels separation systems and more rocket lab satellite technology and components have been integrated into more than 1700 satellite missions globally about the california science center the california science center is a dynamic destination where families adults and children can explore the wonders of science through interactive exhibits live demonstrations innovative programs and aweinspiring films the california science center and imax theater are located in historic exposition park just west of the harbor 110 freeway at 700 exposition park drive los angeles open daily from 10 am to 5 pm view source version on businesswirecom contacts rocket lab media contactmediarocketlabusacom
the 5 space stocks investors need to watch,the space industry is counting down to lift off withmajor investments pouring into the sector from multiple superpowersmany spacerelated companies have profited off this new space race giving new avenues for investors to add this sector to their portfolios yahoo finance reporterines ferrejoins wealth foryahoo finances space weekto break down the top space stocks for investors to keep an eye on for more expert insight and the latest market action clickhereto watch this full episode of wealth also catch up on yahoo finances special coverage as part of this weeksspace race investing in the final frontierseries this post was written bynicholas jacobino
rocket lab successfully launches 50th electron mission deploys satellites for kineis,electron reaches 50 launches faster than any other commercially developed rocket in history mahia new zealand june 20 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today successfully launched its 50thelectron mission deploying satellites for french internetofthings iot company kineis electron has reached the milestone of 50 launches faster than any commercially developed rocket in history the no time toulouse mission liftedoff from rocket lab launch complex 1 in mahia new zealand at 613 am on 21 june nzst 613 pm 20 june utc successfully deploying five satellites to a 635 km circular orbit the mission was the first of five dedicated electron launches for kineis a company backed by private and public investors including the french governments space agency cnes centre national detudes spatiales and cls collecte localisation satellites an international spacebased solutions provider to improve global iot connectivity the kineis constellation is designed to make it possible to connect and locate any connected object anywhere in the world enabling data transmission to users in nearreal time at low bit rates and with very low energy consumption by enabling internet connection to the earths most remote locations kineis constellation can support forest fire detection water resource management infrastructure and energy network monitoring transport and logistics tracking and much more rocket lab founder and ceo peter beck said when electron lifted off the pad for the first time in 2017 we knew wed unlocked a new era in spaceflight one where small satellites got to call the shots for the first time with frequent tailored and reliable access to orbit fifty launches later electron is the most successful commercial small rocket globally making it to fifty launches faster than any commercially developed rocket in history is testament to the incredible team we have behind us todays precise tailored mission for kineis is yet another demonstration of the value electron continues to provide to the small sat community congratulations to our team and thank you to our customers and supporters for helping us continue to break records and set new industry standards across 50 launches rocket lab has now deployed 190 satellites for a diverse range of customers and missions including nasa missions to the moon the national reconnaissance office and space force missions supporting national security and defense scientific research to combat climate change and commercial constellations providing vital data and services to millions of people on earth launch images launch webcast about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered
rocket lab signs record deal for 10 electron launches with synspective,the deal is rocket labs largest electron launch agreement to date and continues a longstanding partnership with japanese earth observation company synspective tokyo june 17 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced it has signed the largest electron launch agreement in the companys history a tenlaunch deal with japanese earth observation company synspective the agreement was announced in tokyo at an event attended by rocket lab founder and ceo sir peter beck synspective founder and ceo dr motoyuki arai and new zealand prime minister the right honorable christopher luxon who is in japan with a business delegation to deepen ties and accelerate growth in technology and other sectors rocket lab has been the sole launch provider for synspective since 2020 successfully launching four missions for the japanese earth observation company to date rocket lab has been launching for synspective since 2020 when the company deployed the first satellite in synspectives synthetic aperture radar sar constellation which is designed to deliver imagery that can detect millimetrelevel changes to the earths surface from space since that first mission rocket lab has been the sole launch provider for synspectives strix constellation to date successfully deploying four strix satellites across four dedicated electron launches in addition to the 10 new dedicated launches signed today another two launches for synspective have already been booked and are scheduled for launch this year from launch complex 1 in new zealand the launches in the new deal will take place across 2025 2027 by launching as the sole payload on electron synspective has control over the launch schedule as well as the precise deployment parameters for each satellite enabling them to build their constellation out on their terms and maximize the coverage they can provide to their end customers we are honored that the synspective team has once again entrusted rocket lab with the deployment of their constellation and were proud to be their launch partner for another ten missions our largest launch agreement to date said rocket lab founder and ceo sir peter beck japans space industry is one of the fastest growing globally and were excited to be enabling this growth through the unique collaboration of a us rocket and a new zealand launch site delivering an unprecedented level of tailored access to orbit for japanese small satellites synspective founder and ceo dr motoyuki arai said we are pleased to have reached an agreement with rocket lab to launch 10 new satellites this agreement gives us a solid foundation and confidence as rocket lab is an innovative launch provider we look to accelerate building our
rocket lab signs preliminary terms to receive up to 239m in funding under the chips act to expand production of semiconductors that power spacecraft,the proposed investment would enable rocket lab to further expand in new mexico creating more jobs and increased manufacturing capacity of spacegrade solar cells which are important components for national defense and security satellites albuquerque nm june 11 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced the signing of a nonbinding preliminary memorandum of terms pmt with the department of commerce that would see rocket lab receive up to 239m in direct funding under the chips and science act the proposed investment would enable rocket lab to increase its production of compound semiconductors for spacecraft and satellites as part of an expansion and modernization of the companys facility in albuquerque new mexico this proposed chips investment would create more than 100 direct manufacturing jobs rocket lab acquired solaero technologies inc in 2022 making rocket lab one of only two companies domestically and three companies outside of russia and china that specializes in the production of highly efficient and radiation resistant compound semiconductors called spacegrade solar cellsdevices used in space to convert light to electricity the spacegrade solar cells produced at rocket labs albuquerque new mexico facility power critical space programs such as missile awareness systems and exploratory science missions including the james webb space telescope nasas artemis lunar explorations ingenuity mars helicopter and the mars insight lander rocket labs technology also serves a booming commercial satellite market such as powering the oneweb broadband internet satellite constellation this proposed chips investment would help create a more robust and resilient supply of spacegrade solar cells the modernization and expansion project would also increase rocket labs compound semiconductor production by 50 within the next three yearshelping to domestically meet the growing national security and consumer demand for these solar cells in addition to these proposed federal incentives the state of new mexico has also committed to providing financial assistance and incentives with a total value of 255 million to rocket lab in support of this effort semiconductors are central to modern life to our economy and to americas future we are proud to be strengthening that future with the support of the chips office by expanding our production facilities to meet growing demand for the semiconductors that power the nations most critical science defense and commercial space missions saidrocket lab founder and ceo sir peter beck for more than two decades the solaero team now part of rocket lab has played a crucial role in the domestic production of semiconductors this program is a continuation of our commitment to ensuring resilient us supply chains and creating highly productive local jobs rocket lab has called new mexico home for 25 years first as solaero technologies and now as
rocket lab sets launch date for 50th electron mission prepares to deploy five satellites for kineis,the milestone mission is the first of five dedicated launches to deploy a 25satellite constellation for french internetofthings company kineis long beach calif june 07 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced the launch window for the companys 50thelectron launch the mission will deploy five internetofthings iot satellites for french company kineis the no time toulouse mission is scheduled to launch from rocket lab launch complex 1 in mahia new zealand during a 14day launch window that opens on june 19th 2024 nzst the mission is the first of five dedicated electron launches for kineis a company backed by private and public investors including the french governments space agency cnes centre national detudes spatiales and cls collecte localisation satellites an international spacebased solutions provider to improve global iot connectivity kineis new constellation will connect any object anywhere in the world and guarantee the transmission of targeted and useful data to users in nearreal time with low energy consumption with more powerful 30kgclass nanosats that integrate iot technology the constellation also includes a second mission a shiptracking automatic identification system ais once deployed these technologies will allow kineis to expand across multiple industries and scale from 20000 devices connected to millions the launch industry is not an easy or forgiving one making it to your first launch is not a given so reaching 50 electron launches is an enormous achievement and a rare feat in the history of spaceflight said rocket lab founder and ceo sir peter beck im immensely proud of the team for bringing an industrydefining rocket to market making frequent and reliable dedicated small launch a reality for the first time were excited to launch kineis on this historic mission and grateful for the continued support of all the customers who have flown on electron since our very first mission in 2017 thank you for helping us to make electron one of the most frequently launched rockets of all time kineis ceo alexandre tisserant said kineis is proud and confident to entrust the deployment of its constellation to rocket lab the electron launcher meets our technical requirements for the positioning of five nanosatellites for each dedicated launch our teams and those of rocket lab are well coordinated to ensure the satellite separation phase with the launcher we are very honoured that this first launch for kineis coincides with electrons 50th flight the no time toulouse launch has been tailored specifically to meet kineis mission requirements giving them greater control over launch schedule orbit and deployment parameters than would be possible on a
heres why rocket lab usa incs nasdaqrklb ceo compensation is the least of shareholders concerns,rocket lab usas annual general meeting to take place on 12th of june salary of us5000k is part of ceo peter becks total remuneration total compensation is 75 below industry average over the past three yearsrocket lab usas eps grew by 32and over the past three years the total loss to shareholders 58 performance atrocket lab usa incnasdaqrklb has been rather uninspiring recently and shareholders may be wondering how ceo peter beck plans to fix this they will get a chance to exercise their voting power to influence the future direction of the company in the next agm on 12th of june setting appropriate executive remuneration to align with the interests of shareholders may also be a way to influence the company performance in the long run we have prepared some analysis below to show that ceo compensation looks to be reasonable see our latest analysis for rocket lab usa our data indicates that rocket lab usa inc has a market capitalization of us21b and total annual ceo compensation was reported as us963k for the year to december 2023 we note thats an increase of 15 above last year in particular the salary of us5000k makes up a fairly large portion of the total compensation being paid to the ceo in comparison with other companies in theamerican aerospace defense industrywith market capitalizations ranging from us10b to us32b the reported median ceo total compensation was us38m in other words rocket lab usa pays its ceo lower than the industry median component 2023 2022 proportion 2023 salary us500k us487k 52 other us463k us351k 48 total compensation us963k us838k 100 talking in terms of the industry salary represented approximately 24 of total compensation out of all the companies we analyzed while other remuneration made up 76 of the pie its interesting to note that rocket lab usa pays out a greater portion of remuneration through salary compared to the industry if total compensation veers towards salary it suggests that the variable portion which is generally tied to performance is lower over the past three years rocket lab usa inc has seen its earnings per share eps grow by 32 per year its revenue is up 25 over the last year shareholders would be glad to know that the company has improved itself over the last few years most shareholders would be pleased to see strong revenue growth combined with eps growth this combo suggests a fast growing business looking ahead you might want to checkthis free visual report onanalyst forecastsfor the companys future earnings few rocket lab usa inc shareholders would feel satisfied
rocket lab successfully completes second launch for nasa climate science mission,the second of two electron launches for nasas prefire mission successfully liftedoff and deployed a climate monitoring satellite just eleven days after the first launch mahia new zealand june 05 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today successfully completed the second of two electron launches for nasas prefire polar radiant energy in the farinfrared experiment climate changefocused mission completing a turnaround of two launches within eleven days prefire and ice liftedoff from rocket lab launch complex 1 in mahia new zealand at 315pm nzst on wednesday june 5th 2024 deploying the second of two satellites for the prefire mission to a 525km orbit the first mission ready aim prefire was successfully launched days earlier on may 25th 2024 from the same launch pad demonstrating rocket labs ability to launch consistently and in quick succession to meet customer mission requirements with both satellites now in orbit they will crisscross the arctic and antarctic to study heat lost to space from the earths polar regions heat loss measurements collected by the prefire mission will help to improve climate and iceloss models to better predict earths ice sea level and weather changes the mission is expected to operate for 10 months rocket lab founder and ceo sir peter beck says im proud of the team for delivering backtoback mission success for nasa on electron once again quickly deploying both satellites to orbit within eleven days of each other demonstrates our teams skill and experience allowing nasa to maximize prefires time in space collecting important climate change data were a longtrusted launch partner for nasas biggest small satellite missions and its a privilege to continue supporting innovative science missions like prefire electron has now delivered 185 satellites to space across all its launches with todays mission being rocket labs 49thelectron launch overall and seventh mission of 2024 electron remains the united states secondmost frequently launched rocket annually and one of the most frequently launched rockets globally details for rocket labs 50thelectron launch will be released in the coming days about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered in long beach california rocket lab designs and manufactures the electron small orbital launch vehicle a family of flight proven spacecraft and the company is developing the large neutron launch vehicle for constellation deployment since its first orbital launch in january 2018 rocket labs electron launch vehicle has become the second most frequently
rocket lab sets date for second nasa prefire launch,the launch is the second of two dedicated electron launches for nasas prefire mission to detect heat loss over the arctic and antarctica long beach calif may 29 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today confirmed the scheduled launch date for the second of two backtoback electron launches for nasas prefire polar radiant energy in the farinfrared experiment climate changefocused mission the prefire and ice launch is scheduled to take place on 1 june nzst just seven days after the first prefire launch ready aim prefire which successfully launched on may 25th 2024 prefire and ice will liftoff from launch complex 1 in mahia new zealand during a launch window that opens at 300 pm nzst 0300 am 1 june utc nasas prefire mission consists of two shoeboxsize cube satellites that will measure the amount of heat earth radiates into space from earths poles data from the prefire mission will help researchers better predict how earths ice seas and weather will change in a warming world at the heart of the prefire mission is earths energy budget the balance between incoming heat energy from the sun and the outgoing heat given off by the planet the difference between the two is what determines the planets temperature and climate a lot of the heat radiated from the arctic and antarctica is emitted as farinfrared radiation but there is currently no detailed measurement of this type of energy the water vapor content of the atmosphere along with the presence structure and composition of clouds influences the amount of farinfrared radiation that escapes into space from earths poles data collected from prefire will give researchers information on where and when farinfrared energy radiates from the arctic and antarctic environments into space rocket labs ability to launch dedicated missions to precise orbits in quick succession is critical to the success of prefire the mission requires two separate satellites to follow similar trajectories but along different paths to overlap with each other every few hours near the arctic and antarctica and capture accurate heat loss measurements prefire and ice will be rocket labs 49thelectron launch overall and seventh launch of 2024 images and video about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered in long beach california rocket lab designs and manufactures the electron small orbital launch vehicle a family of flight proven
rocket lab successfully launches first of two climate science satellites for nasa,the satellite was the first of two that will launch on electron for nasas prefire mission to detect heat loss over the arctic and antarctica mahia new zealand may 25 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today launched the first of two backtoback launches for nasas prefire polar radiant energy in the farinfrared experiment climate changefocused mission ready aim prefire liftedoff from rocket lab launch complex 1 in mahia new zealand at 741 pm nzst on may 25th 2024 the launch deployed the first of two satellites for the prefire mission to a 525km circular low earth orbit now that the first satellite has been successfully deployed the second will follow on another dedicated electron launch in just a few days the launch date for the next mission prefire and ice will be confirmed early next week rocket labs ability to launch dedicated missions to precise orbits on demand is critical to the success of prefire the mission requires two separate satellites to follow similar trajectories but along different paths to overlap with each other every few hours near the arctic and antarctica and capture accurate heat loss measurements both prefire satellites are equipped with a device called a thermopile similar to sensors found in household thermostats to measure heat loss at farinfrared wavelengths which have never been systematically measured before this data collected by the prefire mission will help to improve climate and ice models and provide better predictions of how the planets sea level and weather are likely to change in the future rocket lab founder and ceo peter beck says missions like prefire demonstrate the unique benefit of electron dedicated launch for small satellites to precise orbits on precise schedules weve demonstrated this backtoback launch capability for nasa once before with the tropics mission and were excited to deliver it once again for prefire climate changefocused missions like this are essential to understanding and safeguarding the future of our planet its a privilege to support them on electron todays successful mission was rocket labs 48thelectron launch overall and sixth launch of 2024 images and video from launch about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered in long beach california rocket lab designs and manufactures the electron small orbital launch vehicle a family of flight proven spacecraft and the company is developing the large neutron launch vehicle for constellation
rocket lab usa first quarter 2024 earnings eps beats expectations revenues lag,revenue us928m up 69 from 1q 2023 net loss us443m loss narrowed by 30 from 1q 2023 us009 loss per share improved from us0096 loss in 1q 2023 all figures shown in the chart above are for the trailing 12 month ttm period revenue missed analyst estimates by 23 earnings per share eps exceeded analyst estimates by 12 looking ahead revenue is forecast to grow 33 pa on average during the next 3 years compared to a 23 growth forecast for the aerospace defense industry in the us performance of theamerican aerospace defense industry the companys shares are up 56 from a week ago before you take the next step you should know about the2 warning signs for rocket lab usathat we have uncovered have feedback on this article concerned about the contentget in touchwith us directlyalternatively email editorialteam at simplywallstcomthis article by simply wall st is general in naturewe provide commentary based on historical data and analyst forecasts only using an unbiased methodology and our articles are not intended to be financial adviceit does not constitute a recommendation to buy or sell any stock and does not take account of your objectives or your financial situation we aim to bring you longterm focused analysis driven by fundamental data note that our analysis may not factor in the latest pricesensitive company announcements or qualitative material simply wall st has no position in any stocks mentioned
rocket lab usa inc nasdaqrklb q1 2024 earnings call transcript,rocket lab usa inc nasdaqrklb q1 2024 earnings call transcript may 6 2024 rocket lab usa inc beats earnings expectations reported eps is 009033 expectations were 011 rocket lab usa inc isnt one of the 30 most popular stocks among hedge funds at the end of the third quarter see the details here operatorgood day everyone and welcome to the rocket labs first quarter 2024 financial results update and conference call at this time i would like to hand the call over to murielle baker communications manager at rocket lab please go ahead maam murielle bakerthank you hello everyone were glad to have you join us for todays conference call to discuss rocket labs first quarter 2024 financial results before we begin the call id like to remind you that our remarks may contain forwardlooking statements that relate to the future performance of the company and these statements are intended to qualify for the safe harbor protection from liability established by the private securities litigation reform act any such statements are not guarantees of future performance and factors that could influence our results are highlighted in todays press release and others are contained in our filings with the security and exchange commission such statements are based upon information available to the company as of the date hereof and are subject to change for future developments except as required by law the company does not undertake any obligation to update these statements our remarks and press release today also contain nongaap financial measures within the meaning of regulation g enacted by the sec included in such release and our supplemental materials are reconciliations of these historical nongaap financial measures to the comparable financial measures calculated in accordance with gaap this call is also being webcast with a supporting presentation and a replay and copy of the presentation will be available on our website our presenters today are rocket labs founder and chief executive peter beck and chief financial officer adam spice after our prepared comments we will take questions and now let me turn the call over to mr beck peter beckthank you murielle and thank you everybody for joining us today weve got a lot of great achievements and milestones to share on our start to the year not the least of which is executing a record number of launches and space systems growth that delivered a record total revenue of 93 million in the quarter up 55 quarteroverquarter and 69 yearoveryear adam will talk through the rest of the details of our financial results for the first quarter before covering the financial outlook for q2 2024 after that well take some questions and finish todays call with the nearterm conferences we will be attending all right onto what we achieved in
rocket lab usa inc rklb q1 2024 earnings call transcript highlights soaring revenues and,total revenue928 million up 69 yearoveryear and 55 sequentially launch services revenue327 million from four launches space systems revenuejust over 60 million gaap gross margin261 slightly above guidance nongaap gross margin317 also above guidance total backlog102 billion with launch backlog at 2156 million and space systems backlog at 7997 million operating expensesgaap 673 million nongaap 564 million cash and equivalentsending balance of 5649 million free cash flowuse of 218 million q2 revenue guidanceexpected to be between 105 million and 110 million q2 gross margin guidancegaap 2426 nongaap 3032 q2 operating expenses guidancegaap 74 million to 76 million nongaap 62 million to 64 million warning gurufocus has detected 3 warning sign with rklb release date may 06 2024 for the complete transcript of the earnings call please refer to thefull earnings call transcript rocket lab usa inc nasdaqrklb reported a record total revenue of 93 million for the quarter marking a 55 increase quarter over quarter and a 69 increase year over year the company successfully executed a record number of launches including four successful missions in q1 demonstrating strong operational capabilities and responsiveness rocket lab usa inc nasdaqrklb has secured a significant contract with the space development agency worth 515 million positioning the company as a prime spacecraft contractor the company has made significant progress in its neutron rocket development including the completion of the first archimedes engine which is a key component of the rocket rocket lab usa inc nasdaqrklb has a strong backlog of 102 billion providing a solid foundation for future revenue and growth the companys financial outlook for q2 2024 indicates potential challenges with a fifth launch that may slip out of the quarter reflecting the uncertainty in launch scheduling rocket lab usa inc nasdaqrklb faces ongoing challenges with customer manifest changes which can affect launch schedules and financial forecasting the company has pushed the first launch of its neutron rocket to no earlier than mid2025 indicating potential delays in its development timeline despite strong revenue growth the companys operating expenses have also increased primarily due to investments in the neutron development program and infrastructure rocket lab usa inc nasdaqrklb is still navigating through the complexities of integrating and optimizing the solaero business with certain contracts impacting profitability q can you discuss the reasons behind the delay in the neutron launch particularly focusing on the engine developmenta peter beck ceo of rocket lab explained that the delay was primarily due to the engine development which is often
rocket lab usa inc rklb q1 2024 earnings surpasses revenue forecasts,revenuereported 9277 million up 69 yearoveryear below the estimate of 9499 million net lossrecorded at 4426 million an improvement from the previous years 4562 million and better than the estimated net loss of 5010 million earnings per share epsposted a loss of 009 per share better than the estimated loss of 011 per share gross marginachieved a gross profit of 2417 million resulting in a gross margin increase to 26 from 12 yearoveryear operating expensestotal operating expenses were 6725 million an increase from the previous years 5237 million reflecting ongoing investments in research and development cash positionended the quarter with 36593 million in cash and cash equivalents significantly up from 16252 million at the end of the previous year guidance for q2 2024expects revenue between 105 million and 110 million with projected gaap gross margins between 24 and 26 warning gurufocus has detected 3 warning sign with rklb rocket lab usa inc nasdaqrklb released its first quarter financial results on may 6 2024 showcasing a substantial yearonyear revenue growth of 69 and a sequential quarterly growth of 55 the companys earnings details were disclosed in its8k filing rocket lab a prominent player in the aerospace sector reported first quarter revenues of 9277 million surpassing the analyst estimates of 9499 million however the net loss widened to 4426 million from 4561 million yearoveryear with a loss per share of 009 slightly better than the estimated 011 rocket lab is engaged in the aerospace domain providing comprehensive space mission services including the design manufacturing and launch of rockets and spacecraft the company operates primarily through its launch services and space systems segments with significant operations in the united states and extends its services globally including in japan and germany rocket labs notable products include the electron and neutron launch vehicles and the photon satellite platform catering to a diverse clientele across civil defense and commercial sectors the first quarter saw rocket lab successfully execute four electron missions reinforcing its position as the second most frequently launched us rocket the company also secured significant contracts postquarter including a nearly 50 million agreement with the us space forces space systems command these contracts underline rocket labs capability and reliability in delivering critical national security payloads in its space systems segment rocket lab has made notable progress on a 515 million contract with the space development agency marking a significant step in the constellation build program this includes the preliminary design completion for 18 spacecraft the company also reported advancements in its neutron rocket development having completed the first assembly of an archimedes engine setting the stage for
rocket lab completes archimedes engine build begins engine test campaign,the new 3d printed reusable rocket engine for rocket labs neutron launch vehicle begins an intensive test campaign at nasas stennis space center in mississippi in preparation for neutrons first launch long beach calif may 06 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced it has completed the first full assembly of its archimedes engine the new 3d printed reusable rocket engine for the companys neutron medium lift launch vehicle rocket lab has now begun an intensive test campaign that will feature a number of engine system activations leading up to a first archimedes hotfire the archimedes test campaign will take place at rocket labs dedicated engine test stand at americas largest rocket propulsion test site nasas stennis space center in mississippi as an oxidizer rich staged combustion cycle powered by liquid oxygen and methane archimedes is a unique rocket engine of its thrust class engine cycle and propellant combination the engine is designed for maximum reusability with an operating point that allows the engine to operate at a lower stress levels comparative to other rocket engines on the market and with a minimum reuse target of up to 20 launches per engine at full power each archimedes engine is capable of producing 165000 lbf 733 kilonewtons for a combined total of 1450000 million lbf on neutrons first stage critical 3d printed parts to undergo testing include archimedes turbo pump housings preburner and main chamber components valve housings and engine structural components many component subsystem and allup system tests will be conducted throughout the test campaign these tests will validate archimedes transient startup steadystate and shut down performance the engine test and development campaign is a key driver of the schedule for neutrons first launch which the company today confirmed is now expected to take place no earlier than mid2025 having a completed archimedes engine on the test stand is an inflection point in neutrons development program now weve entered the home stretch where we breathe fire and refine the engine in preparation for first flight said rocket lab founder and ceo peter beck often with engine development plans there can be a rush to get a minimum viable product to the stand after which you have to spend years in redesign and iterative testing to get the performance you need let alone being able to reproduce it reliably on a large production scale what weve taken to the test stand is very close to a flightlike engine and with all of our production infrastructure stood up
rocket lab selects subcontractors to support sda satellite constellation development,long beach calif may 06 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced it has completed the selection of subcontractors to provide payloads and ground systems for the 18 satellites the company is developing for sda space development agency rocket lab is the prime contractor for a 515 million usd firmfixed price agreement to lead the design development production test and operations of 18 satellites for sdas tranche 2 transport layerbeta t2tl beta as part of the proliferated warfighter space architecture pwsa the pwsa is a layered lowearth orbit satellite constellation designed to deliver secure lowlatency communications and missile tracking capabilities for the us department of defense the 18 satellites being developed by rocket lab will integrate subsystems and components built inhouse by the company including solar panels structures star trackers reaction wheels radio flight software avionics and launch dispensers as prime contractor rocket lab also leads the procurement and integration of the payloads and other subsystems and has selected the following companies as subcontractors to support the program cesiumastro an industry leader in active phased array communications technology for space and airborne systems cesiumastro will provide its vireo active electronically scanned array aesa radio frequency rf communications payload the payload will be the first multibeamcapable kaband communications system operating in sdas pwsa mynaric a leading provider of free space optical communications terminals for air space and mobile applications mynaric has been selected to provide condor mk3 optical communication terminals seakr engineeringseakr a leading supplier of advanced payload and mission solutions has been selected to provide the tactical satellite communications tacsatcom software defined radio sdr and network encryption system nes collins aerospace collins aerospace will be providing the waveform for the sdr which is the software and firmware required to transmit and receive tacsatcom redwire spaceredwire space a global leader in space infrastructure has been selected to provide antennas and rf hardware parsons corporationparsons will be supplying the nebula operations vendor architecture nova which will be rocket labs ground system for managing operations for its 18 satellites rocket lab has a strong history of developing highly capable resilient and affordable space infrastructure were excited to continue this heritage by delivering a reliable satellite constellation to sda in support of pwsa said rocket lab founder and ceo peter beck rocket lab technology has been delivering mission success in orbit for more than 20 years so when we look for subcontractors to
rocket lab announces first quarter 2024 financial results reflecting yearonyear revenue growth of 69 sequential quarterly growth of 55 and continued growth in q2 2024,rocket lab also provided a major update on the progress of its new rocket neutron including that it has completed its first archimedes engine build and has begun its engine test campaign in mississippi long beach calif may 06 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today shared the financial results for fiscal first quarter ended march 31 2024 rocket lab founder and ceo peter beck said rocket lab has had a strong start to the year with our four electron missions in q1 marking an accelerated cadence of launches this year and maintaining our status as operators of the united states second most frequently launched rocket most recently we were awarded close to 50 million across two mission contracts post quarter for the united states space forces space systems command the victus haze responsive space demonstration with electron and a rocket lab pioneerclass satellite that must launch within 24 hours notice and the next mission in the space systems commands space test program that will liftoff from our launch pad in virginia both missions are a further demonstration of rocket lab as a trusted partner to the department of defense for assured access to space coming off the back of our fifth overall national security launch for the national reconnaissance office which we flew before quarterend in march in our space systems business execution on our 515m constellation build program for the space development agency has begun in earnest with a successful program kickoff completed preliminary design studies for the constellations 18 spacecraft and the selection and onboarding of the programs subcontractors who will contribute across various mission requirements other major spacecraft programs including our 17 spacecraft constellation build for mda and globalstar our twin spacecraft to mars for the nasa escapade mission and our mission support and reentry spacecraft for varda also cleared significant delivery build and test milestones that advance the programs and maintain schedule for launches or deliveries this year for neutron weve also achieved major development milestones to date this year including the first assembly of an archimedes engine now ready for a hot fire engine test campaign at our facilities at nasa stennis in mississippi the archimedes test site at stennis is also now commissioned and ready to support the upcoming test campaign the results of which will be the driver of neutrons expected date for first launch now with a complete engine were through some of the unknowns in the development program and can update the schedule for first flight accordingly which we have adjusted to no earlier than mid2025 other developments across the program include major installations at the neutron launch pad in wallops virginia such as completed concrete pours for
